# New slice
16 10
15 11
15 10
15 10
14 11
14 11
13 10
12 9
11 10
11 10
11 10
10 9
9 9
8 10
7 10
6 9
5 10
4 10
5 9
4 9
# New slice
23 35
24 34
25 33
26 32
27 31
28 31
28 31
29 30
29 29
30 28
31 27
32 26
32 25
32 24
33 23
34 22
35 22
36 21
37 20
38 19
# New slice
1 6
2 7
3 8
4 9
5 10
5 10
5 9
4 9
5 10
5 10
4 10
5 9
4 10
5 10
4 10
5 9
5 10
4 10
4 9
4 10
# New slice
6 22
5 21
4 20
3 19
2 19
1 18
1 18
0 17
0 17
1 17
2 16
2 16
3 15
4 14
5 13
4 12
5 11
5 10
5 10
4 10
# New slice
25 22
26 21
27 21
28 20
29 20
30 19
31 18
32 17
32 17
32 18
32 19
33 18
33 18
34 19
34 19
35 20
36 19
36 20
37 19
38 20
# New slice
46 45
45 44
45 44
45 43
44 42
45 41
44 40
45 40
44 40
44 40
45 39
44 39
44 38
45 37
44 36
44 35
44 35
45 34
44 33
45 33
# New slice
30 44
31 43
32 42
33 41
34 40
35 40
36 39
37 38
38 37
38 37
38 36
39 35
40 35
41 34
41 33
42 32
43 31
44 30
43 29
42 28
# New slice
41 22
41 21
40 20
40 19
39 20
39 19
39 20
39 19
39 19
39 20
39 19
39 20
39 19
40 19
39 20
39 19
38 19
39 20
39 19
39 20
# New slice
36 32
37 31
37 30
38 29
39 28
40 27
39 26
40 25
39 24
39 23
40 23
39 23
40 22
39 22
40 21
40 20
39 20
39 19
39 20
39 19
# New slice
36 12
37 13
38 14
39 15
40 16
39 16
40 17
40 18
40 19
40 20
39 20
39 19
38 19
39 20
39 19
39 20
40 20
39 20
39 20
39 19
# New slice
9 37
10 36
11 35
12 34
13 33
14 32
14 31
15 30
16 29
17 28
18 29
19 30
19 29
19 30
20 30
21 29
21 30
22 29
23 30
24 29
# New slice
46 41
46 40
45 40
44 40
45 39
44 38
45 37
44 36
45 35
45 35
44 34
45 33
45 32
44 31
44 31
45 30
45 30
44 29
43 28
42 27
# New slice
17 39
18 38
19 37
19 37
20 36
21 35
21 35
22 34
23 34
24 33
25 32
26 31
27 30
28 29
29 28
30 27
31 26
32 25
33 24
34 24
# New slice
5 15
4 14
4 13
5 12
5 11
4 10
5 9
4 10
5 9
4 10
5 9
4 10
5 10
5 9
4 10
5 9
4 10
4 9
5 10
4 10
# New slice
11 37
12 36
12 35
13 34
14 33
15 32
16 31
16 31
17 30
18 29
18 29
19 30
20 31
20 30
21 29
22 30
22 30
23 30
24 29
25 28
# New slice
23 5
24 6
25 7
25 8
26 9
26 10
27 11
28 10
29 11
30 12
30 12
30 12
31 13
32 14
33 15
33 16
34 17
35 17
36 18
37 19
# New slice
11 49
11 48
12 47
13 46
14 45
15 44
16 44
17 43
18 42
19 42
20 41
21 40
22 39
23 38
23 37
24 37
24 36
24 36
25 35
25 35
# New slice
30 23
30 22
31 21
31 21
31 21
31 21
31 20
31 19
31 19
32 18
33 19
33 19
34 20
35 19
36 20
37 19
37 20
38 19
39 20
38 20
# New slice
47 43
46 42
45 41
44 40
45 40
45 40
45 39
44 38
45 37
44 36
45 35
44 34
45 33
44 32
44 31
45 30
44 29
44 28
43 27
42 26
# New slice
25 8
26 9
27 10
28 10
29 11
30 12
31 13
32 13
33 14
34 15
35 16
36 17
37 18
38 19
39 19
40 19
39 20
40 20
39 20
39 19
# New slice
1 15
2 15
3 14
4 13
5 12
5 11
4 11
5 10
4 10
4 9
4 10
5 9
4 10
5 9
5 9
4 10
4 9
5 10
4 10
5 9
# New slice
33 43
33 43
34 42
35 42
36 41
37 40
38 39
39 38
40 37
40 37
41 36
42 35
43 34
43 34
44 33
45 32
44 31
45 30
45 30
44 29
