#Observed Trajectory.
12 5
11 6
10 7
9 8
10 9
10 9
9 10
8 11
7 12
8 13
8 14
6 15
6 16
6 16
6 17
5 17
6 19
5 18
5 20
4 22
#Observed Trajectory.
29 46
28 45
27 44
26 45
25 44
24 43
23 44
22 45
21 44
20 45
19 44
20 44
19 44
20 45
20 44
19 44
20 45
21 44
19 45
20 44
#Observed Trajectory.
31 6
30 7
29 8
28 9
27 10
26 11
25 12
25 13
22 14
22 15
21 16
20 17
19 18
18 19
17 20
16 19
16 20
15 20
15 19
14 20
#Observed Trajectory.
15 31
15 31
14 32
15 32
14 33
15 34
14 35
15 36
14 37
15 38
15 38
17 39
18 40
19 41
19 41
20 42
20 43
19 44
20 44
20 43
#Observed Trajectory.
49 31
48 31
48 32
47 33
47 34
46 34
45 35
45 35
44 35
43 34
42 35
41 34
40 34
40 35
39 34
40 35
38 34
39 35
39 35
39 34
#Observed Trajectory.
21 15
20 16
19 16
18 17
17 18
16 19
15 20
14 19
13 20
12 19
11 20
10 19
9 20
8 18
6 20
6 20
5 20
4 21
3 22
2 23
#Observed Trajectory.
13 48
14 46
14 45
14 45
15 44
16 43
17 44
17 44
18 43
18 44
18 44
19 44
20 45
19 44
20 45
19 44
18 44
19 44
20 45
19 45
#Observed Trajectory.
6 21
5 21
4 20
4 20
4 20
4 21
3 22
2 23
2 24
1 25
0 24
1 24
1 25
0 24
1 24
0 25
1 25
0 23
1 24
0 25
#Observed Trajectory.
6 23
5 22
5 21
5 20
4 21
4 21
3 22
2 22
1 23
1 24
0 24
0 25
1 25
0 24
1 24
0 25
1 25
0 25
1 25
0 24
#Observed Trajectory.
49 32
48 32
47 33
46 34
45 35
45 34
44 35
43 34
42 34
41 35
40 34
39 35
40 34
39 35
39 34
40 34
39 35
39 34
40 34
39 34
#Observed Trajectory.
38 37
38 37
39 36
39 35
40 34
39 35
40 34
39 35
39 34
39 35
40 34
39 35
40 35
39 34
39 35
40 35
39 34
38 35
41 35
39 35
#Observed Trajectory.
18 1
17 2
16 3
16 3
15 3
14 4
13 5
12 6
11 7
10 8
9 9
8 10
8 11
7 12
8 13
8 13
7 14
7 15
6 16
7 17
#Observed Trajectory.
15 24
14 23
13 22
13 21
12 20
11 19
10 20
9 19
9 19
9 19
8 20
6 19
5 20
4 21
4 21
3 22
1 23
1 23
0 24
1 24
#Observed Trajectory.
34 44
33 45
32 44
31 45
30 44
29 44
29 44
28 44
28 46
27 45
27 44
26 45
26 44
25 44
24 43
23 44
23 44
22 45
21 44
20 45
#Observed Trajectory.
18 30
17 31
16 32
16 33
16 33
15 33
14 34
15 35
14 36
15 37
16 38
16 39
18 40
19 41
20 42
19 43
19 44
20 45
19 44
20 45
#Observed Trajectory.
24 4
25 4
24 5
23 6
22 7
22 8
21 9
20 10
20 11
19 12
18 13
16 13
16 14
15 15
15 16
14 17
13 19
12 19
12 20
12 20
#Observed Trajectory.
13 11
12 12
11 13
10 14
9 15
8 16
7 17
6 18
5 20
4 20
4 20
3 21
2 22
2 23
1 24
1 24
0 24
1 24
0 25
1 25
#Observed Trajectory.
6 19
5 20
4 21
3 22
2 22
1 22
0 24
1 23
0 24
0 25
1 25
0 24
1 24
0 25
1 25
1 24
1 25
2 25
1 25
0 25
#Observed Trajectory.
37 24
37 25
38 26
38 26
38 27
40 28
38 29
39 30
40 30
39 31
40 32
40 32
39 31
40 33
40 34
41 35
39 34
39 35
40 34
38 35
#Observed Trajectory.
43 35
42 33
41 34
40 34
39 35
40 34
39 35
40 34
39 34
39 34
40 34
39 34
39 35
40 34
39 35
40 34
40 34
40 35
39 34
39 36
#Observed Trajectory.
44 46
43 45
43 45
42 44
42 44
41 43
41 43
40 42
39 41
39 40
40 39
39 38
40 37
38 36
39 35
40 34
40 35
39 34
39 35
40 34
#Observed Trajectory.
33 36
32 37
31 37
31 37
30 37
31 37
30 38
30 39
29 40
28 41
27 42
27 43
26 44
25 45
24 44
24 44
24 43
23 44
23 45
23 44
#Observed Trajectory.
1 35
2 34
2 34
2 33
2 32
2 31
1 30
2 29
2 28
1 27
0 26
1 26
1 25
0 24
1 24
0 25
0 24
0 24
0 22
1 23
#Observed Trajectory.
15 20
15 20
14 19
14 20
13 19
12 20
11 20
10 20
9 20
8 19
7 20
6 18
5 20
4 21
3 22
2 23
1 24
0 25
1 25
0 24
#Observed Trajectory.
25 18
24 19
23 20
22 21
21 22
20 23
19 24
18 24
17 23
16 23
15 22
14 21
13 20
12 19
11 20
10 18
9 19
8 20
7 19
6 20
#Observed Trajectory.
4 24
3 23
2 24
2 23
2 23
1 23
1 24
0 25
1 25
0 25
1 25
0 24
0 24
1 24
1 24
0 25
1 25
0 24
0 24
1 24
#Observed Trajectory.
32 12
33 13
34 14
35 15
36 16
37 17
39 18
39 19
40 20
41 21
42 22
43 23
42 24
41 25
41 26
39 27
40 27
40 28
39 29
40 30
#Observed Trajectory.
27 19
26 19
25 20
24 21
23 22
22 23
22 24
21 25
20 26
19 27
18 28
17 29
16 30
15 32
14 32
14 33
14 33
15 34
14 35
15 36
#Observed Trajectory.
7 7
