#Observed Trajectory.
37 18
38 19
38 18
39 17
40 16
41 17
41 18
43 19
45 20
44 21
45 22
46 23
47 22
48 22
48 23
48 23
48 23
48 24
48 24
48 24
48 23
48 22
48 23
48 24
48 23
48 23
48 23
48 24
48 24
48 24
#Observed Trajectory.
19 7
19 7
18 8
19 7
19 7
19 6
19 7
18 6
19 7
19 6
19 7
18 6
19 8
19 8
18 7
19 9
18 7
20 7
18 6
18 7
19 8
19 8
18 7
19 8
18 6
19 8
18 7
20 8
19 8
18 7
#Observed Trajectory.
28 23
28 23
29 24
30 25
31 25
31 25
32 25
33 25
34 25
35 26
36 27
37 28
38 29
39 30
40 31
40 30
39 30
40 30
39 31
40 30
41 30
40 29
40 30
40 29
41 30
41 30
41 30
41 28
42 28
41 27
#Observed Trajectory.
19 9
19 8
18 8
18 8
17 6
18 8
17 7
18 8
17 7
18 8
18 7
18 8
16 7
18 8
17 8
16 7
17 7
18 7
18 8
17 7
18 7
17 7
19 8
19 8
18 7
19 8
18 7
19 8
18 7
19 8
#Observed Trajectory.
39 14
39 14
40 13
39 14
40 13
38 14
39 14
40 15
39 15
40 14
40 16
40 15
41 16
42 17
42 18
42 18
42 19
42 19
44 19
45 20
46 20
47 21
48 22
48 23
48 23
48 21
48 21
48 21
48 21
48 21
#Observed Trajectory.
34 45
33 45
35 46
35 46
36 47
37 48
39 48
38 48
38 48
38 48
37 48
37 48
37 48
36 48
37 48
36 48
36 48
35 48
35 48
36 48
34 48
34 48
34 48
33 48
33 48
33 48
33 48
33 48
33 48
33 48
