# New slice
31 29
30 28
31 27
30 26
29 25
30 25
29 24
30 25
29 24
29 25
30 24
29 25
30 24
29 25
30 25
29 24
30 25
29 24
30 25
29 24
# New slice
40 6
41 7
42 8
43 9
42 10
41 11
40 12
39 13
39 14
38 14
38 14
39 15
38 15
38 16
38 16
37 17
37 17
37 18
36 19
36 20
# New slice
10 17
11 18
12 19
12 20
11 21
10 22
11 23
12 24
13 25
14 26
15 27
15 28
16 29
17 30
18 31
18 32
19 33
20 34
21 35
22 36
# New slice
24 18
25 19
26 20
27 21
27 21
28 22
29 23
29 24
29 24
29 24
30 25
29 24
30 25
29 24
30 25
30 24
29 25
29 25
30 24
30 25
# New slice
35 18
35 18
35 18
35 19
34 19
33 20
32 21
32 21
31 22
31 22
30 23
29 24
30 25
30 24
30 25
30 24
29 25
30 25
29 24
30 24
# New slice
49 34
48 34
47 33
46 32
46 32
45 31
44 30
43 29
42 28
41 27
40 26
39 25
38 24
37 25
37 24
36 25
35 24
34 25
33 24
32 25
# New slice
39 24
38 25
37 24
37 25
36 24
35 25
34 26
33 25
32 24
31 25
30 24
29 25
29 24
30 24
29 25
29 25
30 24
29 25
30 24
30 25
# New slice
30 13
29 14
29 15
29 16
28 17
27 18
27 18
26 19
27 19
28 19
29 20
29 21
30 22
30 23
31 24
31 25
31 24
30 25
30 24
30 24
# New slice
8 16
9 17
10 18
11 19
11 20
10 21
10 21
11 22
10 23
11 24
12 25
13 26
14 27
15 27
16 28
17 29
18 30
19 31
19 32
19 32
# New slice
34 0
35 0
35 1
35 1
34 2
33 3
32 4
31 5
31 5
31 6
30 7
29 8
29 8
29 9
28 10
28 10
27 10
26 11
25 12
25 12
# New slice
3 6
4 5
5 6
6 5
6 5
6 5
7 5
8 4
9 5
10 6
10 6
11 5
12 6
12 6
13 7
14 8
15 9
16 9
17 9
18 10
# New slice
40 46
39 45
38 45
37 44
36 43
35 42
34 41
33 40
32 39
31 38
30 37
29 36
29 36
28 37
27 38
26 38
25 39
24 40
24 40
25 39
# New slice
30 25
29 25
30 24
30 24
29 25
30 25
29 24
30 25
29 24
30 24
29 25
30 24
29 25
30 25
29 24
30 25
30 25
29 24
30 24
29 24
# New slice
6 43
7 42
8 41
9 42
10 43
11 43
12 44
13 44
13 45
14 44
15 45
16 44
17 44
17 43
18 42
19 41
20 41
21 40
22 39
23 40
# New slice
21 46
22 45
22 44
23 44
24 43
25 42
25 41
24 40
25 39
24 40
25 39
24 40
25 39
24 40
25 39
24 40
25 39
24 39
25 39
24 40
# New slice
29 48
28 47
27 46
26 45
25 44
24 43
25 42
24 42
25 41
24 40
25 39
24 40
25 39
24 40
25 39
24 40
25 40
24 39
25 40
25 39
# New slice
11 20
10 20
11 21
11 21
10 22
11 23
10 24
11 24
12 25
13 26
14 27
15 28
16 29
17 30
17 30
18 31
19 32
20 33
21 34
22 35
# New slice
20 9
20 10
20 11
21 11
22 12
23 13
24 14
24 14
24 14
25 15
24 14
25 15
24 14
25 15
25 14
24 15
24 14
24 14
25 15
24 14
# New slice
18 28
19 28
19 28
20 29
19 30
20 30
19 31
20 31
21 32
21 33
22 34
23 35
24 36
25 37
25 37
24 38
25 39
24 40
25 39
24 40
# New slice
21 4
22 5
23 6
24 7
25 7
26 8
26 8
27 9
26 10
25 11
24 12
25 13
25 13
25 14
24 15
24 15
25 14
25 14
25 15
24 14
# New slice
33 32
33 33
32 34
31 35
30 35
29 36
28 37
27 37
26 37
25 38
24 39
25 40
24 39
25 40
24 39
24 40
25 39
25 39
24 40
25 39
# New slice
0 26
1 27
1 27
2 28
3 29
4 29
5 28
6 27
7 26
8 25
9 24
10 25
11 25
11 25
12 26
13 27
14 28
15 29
16 30
17 30
# New slice
25 40
24 39
25 39
24 40
25 39
24 40
24 40
25 39
24 40
25 39
24 40
25 39
24 40
25 41
24 40
25 39
24 40
25 39
25 40
24 39
# New slice
29 27
30 26
30 25
29 24
30 25
30 25
29 24
29 24
30 25
29 24
30 25
29 25
30 24
29 25
30 24
31 25
30 24
29 25
29 25
30 24
# New slice
9 33
10 34
11 35
12 36
13 37
14 38
14 38
15 39
15 40
16 40
17 41
18 42
19 41
20 42
21 42
21 42
21 42
22 41
23 40
24 39
# New slice
48 15
47 16
47 17
47 17
46 18
45 19
44 19
43 20
42 21
41 22
40 23
39 24
39 25
38 24
37 25
36 24
35 24
34 25
34 24
33 25
# New slice
6 12
7 13
8 14
9 15
9 16
10 17
11 18
11 19
11 19
12 20
12 20
11 21
11 21
10 22
11 23
10 24
11 25
12 25
13 25
14 26
# New slice
15 2
14 3
15 4
16 5
17 6
18 7
19 8
20 9
21 10
22 11
23 12
24 13
25 14
24 15
25 14
24 15
25 14
24 15
25 14
24 15
# New slice
34 15
33 16
33 16
32 17
31 18
30 19
29 20
28 21
29 22
30 23
30 24
29 25
30 24
29 25
29 26
30 25
29 24
29 24
30 25
29 24
# New slice
46 34
46 33
45 32
44 32
43 31
42 30
41 30
40 29
39 28
38 27
38 27
37 26
36 25
36 24
35 25
34 26
33 25
33 25
32 24
31 25
# New slice
12 40
13 41
14 42
15 43
16 44
16 45
17 44
18 43
19 42
20 41
20 40
21 39
22 40
23 39
23 39
24 40
25 39
24 40
25 39
24 40
# New slice
18 38
19 39
20 40
21 39
