# New slice
31 1
30 0
30 1
29 0
29 1
29 0
29 1
29 0
28 0
29 0
29 1
29 0
29 1
29 0
29 1
29 0
29 1
28 0
28 1
29 0
# New slice
44 28
44 27
45 27
44 26
45 25
44 24
45 23
44 22
45 21
44 20
44 19
45 19
44 18
45 17
44 16
44 16
43 15
43 15
42 14
41 13
# New slice
29 12
30 11
29 10
30 10
29 9
29 8
30 7
29 6
30 5
29 4
30 4
29 3
30 2
29 2
30 1
29 0
29 1
29 0
29 1
30 1
# New slice
30 24
31 23
31 23
32 22
32 22
32 21
33 20
34 19
35 18
36 17
37 16
38 15
39 14
40 13
39 12
38 11
38 10
37 9
37 8
37 8
# New slice
49 24
48 24
47 23
46 23
46 22
45 21
45 20
45 20
44 19
45 18
44 17
45 16
44 16
44 16
43 15
42 14
41 13
41 12
40 12
39 11
# New slice
8 0
8 1
9 2
10 3
11 4
12 5
13 6
13 6
14 7
15 8
16 9
17 10
18 9
19 8
19 7
20 6
21 6
21 5
22 4
23 3
# New slice
27 23
26 22
26 22
25 21
24 21
23 20
22 19
21 18
20 17
19 17
18 16
17 15
16 14
16 13
17 12
18 11
18 10
19 9
19 8
20 7
# New slice
23 47
22 46
21 45
20 44
19 43
18 42
17 43
16 44
15 43
15 44
14 43
13 44
12 43
11 42
10 43
9 43
8 42
7 41
7 41
6 42
# New slice
6 40
5 41
4 40
3 41
2 42
1 41
0 41
0 41
1 41
0 42
0 43
1 43
0 42
1 42
1 42
1 42
1 41
0 42
0 43
1 43
# New slice
6 25
5 26
4 27
3 28
2 29
1 30
2 30
1 31
0 32
0 31
1 31
0 31
1 31
1 31
0 32
1 32
1 33
0 34
0 35
1 35
# New slice
28 32
27 31
26 30
26 29
25 29
24 28
23 27
22 26
22 26
22 26
21 26
21 26
20 25
19 24
20 24
19 23
20 22
19 21
18 20
18 19
# New slice
25 29
24 28
23 27
23 27
22 26
21 25
20 24
20 23
21 22
21 22
20 21
19 21
18 21
19 20
19 19
18 18
17 17
17 16
17 15
16 14
# New slice
5 5
5 4
6 5
6 5
7 4
8 5
9 6
10 6
11 7
12 7
13 7
13 8
14 9
14 10
15 9
16 10
17 9
18 10
19 9
20 8
# New slice
1 11
1 11
1 10
1 10
2 9
3 9
4 8
5 7
6 6
7 5
8 6
9 5
10 6
11 7
11 7
11 7
12 8
13 9
14 10
15 9
# New slice
20 10
21 9
22 8
23 7
24 6
24 5
25 4
26 3
27 2
28 1
29 0
29 1
29 0
29 1
29 0
29 1
29 0
29 1
29 0
29 1
# New slice
36 28
37 27
37 26
38 26
39 25
39 24
40 23
41 22
42 21
43 20
44 19
45 18
44 17
43 16
44 16
43 15
43 14
42 13
41 12
40 11
# New slice
13 3
14 4
15 5
16 5
17 6
18 7
19 8
20 7
21 6
21 5
22 4
23 3
24 2
24 1
25 1
26 0
26 1
26 0
27 0
28 0
# New slice
38 38
37 37
37 37
36 36
36 36
36 36
35 35
34 34
35 33
36 32
36 32
37 31
37 31
38 30
39 29
40 28
41 27
42 26
43 25
44 24
# New slice
9 21
10 20
11 19
12 18
12 17
13 16
14 15
14 15
14 15
15 14
16 13
17 12
18 12
19 11
20 10
21 9
22 8
23 7
24 6
25 6
# New slice
44 1
43 2
42 3
41 4
40 5
39 5
38 4
37 3
36 2
35 1
34 2
34 2
34 1
34 1
33 2
33 1
32 0
31 0
31 1
30 0
# New slice
8 29
7 30
7 30
6 31
5 32
4 33
4 34
3 35
2 36
1 37
0 38
1 38
0 39
1 39
0 40
1 40
1 40
0 41
1 41
1 41
# New slice
34 29
35 28
36 28
37 27
38 26
39 25
40 24
41 23
42 22
43 21
44 20
44 19
44 18
45 17
44 17
44 17
45 16
44 15
43 14
42 13
# New slice
39 45
38 44
37 43
36 42
35 41
34 40
34 40
35 39
34 38
34 38
35 37
34 36
34 35
35 34
34 34
34 33
34 33
34 32
35 31
36 30
# New slice
33 42
34 41
35 40
34 39
35 38
34 37
35 36
34 35
35 34
34 33
35 33
36 32
37 31
38 30
38 30
39 29
40 28
41 27
42 26
43 25
# New slice
2 24
3 23
4 22
5 21
6 20
7 19
8 18
8 17
8 16
9 15
10 14
11 13
12 12
12 12
13 11
13 10
14 9
15 10
15 9
16 10
# New slice
8 35
7 36
7 36
7 36
7 36
6 37
5 38
4 39
4 39
4 39
3 40
2 40
1 40
0 40
1 40
1 40
0 41
0 40
1 40
0 40
# New slice
28 18
27 17
27 16
26 15
25 14
24 13
25 12
26 11
27 10
28 9
29 8
30 7
29 6
30 5
29 4
30 3
29 2
30 1
29 0
29 0
# New slice
24 16
24 16
23 16
22 15
21 14
20 13
21 12
22 11
23 10
24 9
24 8
25 7
25 7
26 6
27 5
27 4
28 3
29 2
30 1
29 1
# New slice
5 5
6 5
7 5
8 6
9 5
10 6
11 7
12 8
12 8
13 8
14 9
14 9
15 10
16 10
17 9
18 10
19 9
20 8
21 7
22 6
# New slice
47 48
46 47
46 46
45 45
44 44
44 43
43 42
43 41
42 40
41 39
40 38
39 38
38 37
37 36
36 36
35 35
34 34
35 33
35 32
36 31
# New slice
29 22
28 21
28 21
27 20
27 19
27 18
27 18
26 17
26 17
25 17
24 17
23 16
22 15
22 15
21 14
20 14
19 13
20 12
20 11
21 11
# New slice
29 9
29 9
29 9
30 9
29 8
30 7
29 6
30 5
29 4
29 3
29 2
30 1
30 1
29 0
29 1
29 0
29 1
29 0
29 1
29 0
# New slice
45 46
45 46
44 45
44 45
43 44
42 43
41 42
40 41
39 40
38 39
37 39
36 38
35 37
34 36
34 36
35 35
34 34
35 33
36 32
36 32
# New slice
48 21
47 20
46 20
45 19
44 18
45 17
44 16
43 15
42 14
41 13
40 13
39 12
39 11
38 10
37 9
36 8
35 7
34 6
33 5
32 4
# New slice
22 23
22 23
22 22
21 21
21 20
20 20
19 19
18 18
17 17
16 16
15 15
16 14
17 14
17 14
18 13
19 12
19 11
20 10
21 9
22 8
# New slice
47 38
46 37
45 36
44 35
44 34
43 33
42 32
42 32
41 32
42 31
43 30
44 29
45 28
45 28
44 27
45 26
44 25
45 24
44 23
45 23
# New slice
19 42
18 43
17 44
16 43
15 44
14 43
13 44
12 44
11 43
10 42
9 43
8 42
7 41
7 41
7 41
6 42
5 41
4 40
3 41
2 41
# New slice
41 20
42 19
43 18
44 17
45 16
44 15
43 14
42 13
41 12
40 11
39 10
38 9
37 8
37 8
36 7
36 7
35 6
34 5
33 4
32 3
# New slice
4 47
4 47
4 46
3 45
2 44
1 43
0 42
1 42
0 41
1 41
1 41
0 42
1 42
0 41
1 41
0 42
1 42
0 41
1 41
0 40
# New slice
40 22
41 21
42 20
43 19
44 18
45 17
44 16
43 15
43 15
42 14
41 13
41 13
41 12
40 11
39 10
38 9
37 8
36 7
35 6
34 5
# New slice
10 7
11 8
12 9
13 10
14 10
14 10
14 9
15 10
16 11
17 10
17 10
18 11
19 10
19 9
20 8
21 7
21 7
22 6
23 5
24 4
