#Observed Trajectory.
30 37
31 37
32 36
31 35
30 34
29 34
30 33
29 32
30 31
29 30
30 29
29 30
29 30
30 29
30 30
29 29
30 31
29 29
30 30
29 29
#Observed Trajectory.
9 21
11 20
11 21
12 22
13 23
14 24
15 25
16 24
17 25
18 24
18 26
19 24
19 24
20 25
19 25
19 24
20 25
19 24
20 25
19 25
#Observed Trajectory.
23 42
22 41
22 41
21 40
20 39
19 38
20 37
19 36
20 35
20 35
19 34
20 34
20 35
20 34
20 35
20 34
19 34
20 34
19 34
20 34
#Observed Trajectory.
43 47
43 46
42 44
42 46
42 44
41 43
40 42
39 41
38 41
37 40
36 39
35 38
34 37
33 36
32 35
31 34
31 34
30 33
29 32
30 31
#Observed Trajectory.
38 18
37 19
36 20
35 21
35 22
33 23
32 24
31 25
30 26
29 27
29 28
30 29
29 30
29 30
30 28
29 30
29 29
30 30
29 29
30 30
#Observed Trajectory.
23 39
23 38
23 38
22 37
21 36
20 35
19 34
20 35
20 34
19 34
20 34
19 34
19 33
20 34
20 33
19 34
19 34
20 34
19 33
20 35
#Observed Trajectory.
45 46
44 45
44 45
43 44
42 42
42 43
41 43
40 43
39 41
38 41
37 40
36 39
35 38
34 36
33 36
32 35
32 34
32 33
31 32
31 31
#Observed Trajectory.
14 39
15 38
16 37
17 37
18 36
19 36
19 35
21 34
20 35
19 35
19 34
20 33
20 35
18 34
19 35
20 35
19 35
20 34
19 34
20 34
#Observed Trajectory.
36 46
36 46
35 45
34 44
35 43
34 42
35 41
34 40
35 39
34 38
33 37
32 37
33 36
33 36
33 36
32 35
31 34
30 34
29 33
30 33
#Observed Trajectory.
11 7
12 8
13 9
13 10
13 10
13 11
14 12
15 13
14 14
15 14
14 15
14 15
15 16
16 17
17 18
18 19
19 20
20 21
19 22
19 23
#Observed Trajectory.
25 22
25 22
23 23
22 24
22 24
21 25
20 24
19 24
20 25
20 24
19 25
20 25
19 24
20 25
20 25
19 24
20 24
19 25
20 24
19 25
#Observed Trajectory.
15 49
15 48
15 47
15 46
14 45
14 44
13 44
12 43
13 42
14 41
14 41
15 40
15 40
16 39
16 39
18 38
19 37
19 36
19 36
21 35
#Observed Trajectory.
30 46
29 45
28 44
28 43
27 42
26 41
26 41
25 40
25 40
24 39
23 38
23 38
22 37
22 37
21 36
20 35
19 34
20 34
19 34
20 34
#Observed Trajectory.
37 13
36 14
35 15
34 16
34 17
32 18
32 18
31 19
30 20
29 21
28 22
26 23
26 24
26 25
25 26
24 25
23 24
22 25
21 25
21 24
#Observed Trajectory.
46 21
45 20
44 19
43 20
42 21
41 21
40 22
39 22
38 23
37 24
36 25
35 26
34 27
33 28
32 29
31 29
30 30
29 29
29 30
29 30
#Observed Trajectory.
23 49
23 48
22 47
21 45
20 46
20 46
19 44
18 43
17 43
18 42
19 42
19 42
21 41
20 40
19 39
20 38
19 38
20 37
18 36
19 35
#Observed Trajectory.
30 34
29 33
29 32
31 31
30 30
29 29
30 30
30 30
30 30
29 29
29 29
29 29
30 30
29 29
30 30
29 30
30 28
29 29
30 31
30 30
#Observed Trajectory.
27 48
24 47
24 47
23 45
22 44
22 43
21 42
20 41
20 41
19 40
20 39
19 38
20 38
19 37
20 36
20 35
19 34
20 34
20 34
20 34
#Observed Trajectory.
5 14
6 15
7 14
8 15
9 16
10 17
10 18
11 19
11 19
12 21
13 22
14 23
15 24
16 24
16 25
18 24
19 25
20 24
19 25
20 24
#Observed Trajectory.
41 6
41 7
39 8
38 9
38 9
38 9
37 10
36 11
35 12
34 13
34 14
33 14
33 15
32 15
31 16
30 18
29 19
27 19
27 20
27 21
#Observed Trajectory.
0 9
1 9
2 9
3 11
3 12
3 11
4 13
5 14
5 14
7 15
8 14
9 15
11 16
11 17
12 18
13 19
14 19
16 20
16 21
17 21
#Observed Trajectory.
28 21
26 22
26 23
25 24
24 25
22 24
22 25
21 23
21 24
20 26
19 25
20 24
19 25
19 26
20 24
18 25
20 24
19 25
20 24
19 25
#Observed Trajectory.
39 45
38 44
37 43
36 42
35 41
34 40
35 40
35 39
34 38
33 37
32 36
32 36
31 35
30 34
