#Observed Trajectory.
49 22
48 22
47 23
46 24
45 25
45 24
44 25
43 24
42 23
41 22
41 22
41 22
40 21
39 20
38 19
37 18
36 18
35 18
34 17
33 16
#Observed Trajectory.
4 17
5 18
6 19
7 19
8 20
9 21
9 22
9 22
10 23
10 23
11 24
12 25
12 26
12 26
13 26
13 26
14 27
14 26
15 27
16 26
#Observed Trajectory.
21 31
22 31
22 31
22 31
22 30
23 29
24 28
23 27
22 26
23 25
24 24
24 23
25 22
25 22
25 21
26 20
27 19
28 18
29 17
30 18
#Observed Trajectory.
42 6
43 5
44 4
44 3
44 2
45 2
45 1
44 0
44 1
44 0
44 1
43 0
44 1
44 0
44 1
44 0
43 0
43 1
44 0
45 0
#Observed Trajectory.
42 20
41 19
40 18
39 17
38 16
37 15
36 14
36 15
35 15
34 13
33 14
32 15
31 15
30 14
30 15
30 14
30 15
30 14
30 14
30 15
#Observed Trajectory.
0 26
1 26
3 26
2 25
3 24
4 24
5 25
5 24
6 24
7 26
9 26
9 27
9 28
11 29
12 28
12 27
13 27
14 28
15 27
16 26
#Observed Trajectory.
36 45
35 44
34 43
34 43
35 42
34 41
35 40
35 40
34 39
35 39
35 39
34 38
35 37
34 36
35 35
34 34
36 33
35 33
34 32
35 31
#Observed Trajectory.
13 35
12 33
13 33
13 32
14 31
15 30
15 29
15 28
16 27
16 27
17 26
18 25
18 25
19 24
20 23
20 22
20 21
21 20
22 18
22 18
#Observed Trajectory.
2 22
2 23
3 24
4 25
5 24
6 25
7 24
8 25
9 26
10 27
10 28
11 29
11 29
12 28
13 27
14 28
15 27
16 26
17 26
18 25
#Observed Trajectory.
19 18
19 19
20 20
21 19
22 18
23 17
24 16
24 15
24 16
24 15
25 15
26 16
26 15
28 14
27 15
27 14
28 14
28 15
29 14
29 15
#Observed Trajectory.
4 31
5 32
6 33
6 33
6 33
7 35
7 34
8 34
9 33
10 32
11 30
11 31
12 30
13 29
13 29
15 28
16 27
15 26
17 25
18 25
#Observed Trajectory.
20 26
21 26
22 26
23 25
24 24
25 23
26 22
27 22
28 21
29 21
29 19
30 19
29 18
30 17
29 16
30 15
29 14
31 15
30 15
30 14
#Observed Trajectory.
6 39
7 40
8 38
9 37
9 36
11 35
11 35
13 35
11 34
11 34
12 34
13 32
14 31
15 30
15 30
16 30
17 30
18 28
18 28
19 27
#Observed Trajectory.
11 49
10 48
11 47
12 46
13 45
14 43
15 43
14 43
15 42
14 42
15 41
14 40
14 40
13 40
14 39
13 39
13 38
12 37
10 36
10 36
#Observed Trajectory.
24 48
24 47
26 46
26 46
27 45
28 44
28 44
29 44
31 43
30 42
31 41
32 40
33 39
34 38
35 37
35 36
34 35
35 34
35 33
35 33
#Observed Trajectory.
12 8
13 8
13 9
14 9
15 11
16 12
16 13
17 14
18 14
19 14
18 14
20 15
21 16
22 17
23 16
24 15
25 16
26 15
27 15
27 14
#Observed Trajectory.
8 24
9 25
10 26
11 26
12 27
13 27
14 28
15 27
16 26
17 25
18 24
19 23
19 22
20 21
20 20
21 19
22 18
22 18
23 17
24 16
#Observed Trajectory.
48 12
47 12
46 11
45 10
44 9
45 8
45 7
45 6
44 5
44 4
45 3
43 2
45 1
44 1
44 0
43 0
43 0
43 2
44 1
44 0
#Observed Trajectory.
12 44
13 43
14 42
15 41
15 41
14 40
13 39
12 38
11 37
10 36
11 35
12 35
11 34
12 33
12 32
13 32
14 31
15 30
16 29
17 28
#Observed Trajectory.
22 0
23 0
23 1
24 1
25 2
26 3
27 4
28 5
29 6
29 7
31 8
30 9
30 10
29 11
30 12
29 13
30 14
30 14
29 14
30 15
#Observed Trajectory.
31 0
31 1
33 2
33 3
34 4
34 5
33 6
33 7
32 7
31 8
30 9
29 10
30 11
29 12
30 13
29 13
29 13
30 14
31 15
30 14
#Observed Trajectory.
31 46
33 46
34 45
34 44
35 42
35 42
34 41
36 40
34 39
35 39
34 38
34 38
34 38
35 37
34 36
35 35
35 35
35 35
34 35
35 34
#Observed Trajectory.
39 42
38 41
37 40
37 39
36 39
35 37
34 36
35 36
35 36
34 36
35 35
35 34
34 33
35 32
34 31
35 30
34 30
35 29
35 29
34 28
#Observed Trajectory.
16 34
16 34
15 33
14 32
15 31
16 31
17 30
18 29
19 28
20 27
21 26
21 25
22 25
23 24
24 23
24 23
25 22
26 21
27 20
27 20
#Observed Trajectory.
11 7
12 8
13 9
14 9
15 10
16 11
17 12
18 13
18 14
19 15
20 16
21 17
22 18
22 17
22 17
22 16
23 17
23 17
24 16
25 15
#Observed Trajectory.
30 40
31 39
32 38
33 37
34 36
34 36
34 35
36 34
35 33
34 32
36 31
35 31
34 30
35 30
34 29
35 28
34 27
33 26
34 25
33 24
#Observed Trajectory.
3 35
5 35
6 36
7 35
8 34
9 33
9 32
9 32
10 31
12 30
12 29
12 29
13 28
14 28
15 26
16 25
16 24
16 23
17 25
18 24
#Observed Trajectory.
47 6
46 6
45 6
44 5
45 4
44 4
45 3
44 2
45 1
45 0
45 0
44 1
45 1
45 1
45 0
45 0
44 0
44 1
44 0
44 1
#Observed Trajectory.
34 21
33 20
33 20
32 19
31 18
30 18
30 17
29 16
30 15
30 14
31 14
31 15
30 15
29 15
29 16
30 14
30 15
30 14
31 14
31 14
#Observed Trajectory.
