#Observed Trajectory.
39 47
40 46
38 45
39 44
40 43
39 43
40 42
39 41
39 40
41 39
40 40
41 40
40 39
39 40
41 39
40 39
39 40
40 39
40 39
40 40
#Observed Trajectory.
40 31
41 32
42 33
40 34
41 34
40 34
39 34
40 36
39 37
40 38
40 39
39 40
39 39
40 39
39 40
40 40
40 39
39 40
40 39
39 39
#Observed Trajectory.
19 22
17 23
16 24
16 25
14 27
14 27
13 28
13 29
12 30
11 31
11 32
9 32
9 33
8 34
7 35
6 34
5 35
3 34
4 35
4 34
#Observed Trajectory.
17 38
16 38
15 37
14 36
13 35
12 34
11 34
10 36
9 35
8 34
8 35
7 34
7 35
6 34
5 35
4 34
5 35
5 34
5 35
4 34
#Observed Trajectory.
12 7
11 8
10 9
8 10
8 11
7 12
6 13
5 14
4 15
5 15
5 16
5 17
5 18
5 18
6 19
7 20
8 21
9 22
10 23
11 24
#Observed Trajectory.
11 49
11 48
10 47
9 46
8 45
7 44
6 44
6 43
5 42
4 41
5 40
5 39
4 38
5 37
4 36
4 35
5 36
5 35
5 36
5 34
#Observed Trajectory.
18 12
17 13
16 14
15 15
14 16
13 17
14 18
15 19
14 19
15 21
14 22
15 23
14 24
13 25
12 26
11 27
10 28
10 28
9 29
9 30
#Observed Trajectory.
28 3
30 4
31 5
32 6
33 7
33 7
34 9
35 10
36 11
37 12
38 13
39 14
39 15
40 13
41 14
42 15
43 14
44 15
44 14
44 14
#Observed Trajectory.
34 44
35 43
36 42
37 41
37 41
38 41
39 40
38 40
40 39
39 39
40 39
39 40
40 39
39 40
39 40
40 39
40 41
40 40
40 39
40 39
#Observed Trajectory.
22 3
21 2
21 2
19 3
18 3
17 3
16 3
15 4
14 4
13 5
13 6
11 7
11 8
9 9
8 10
7 11
6 12
5 13
5 14
4 15
#Observed Trajectory.
0 48
1 47
2 46
3 45
4 44
5 44
4 44
5 43
4 42
5 41
4 40
5 39
4 39
5 38
5 37
4 36
5 35
4 34
5 34
5 35
#Observed Trajectory.
20 24
20 24
19 25
18 24
17 25
16 24
15 25
14 26
13 27
12 27
11 28
10 29
9 30
8 31
7 32
6 33
5 34
5 35
4 35
5 35
#Observed Trajectory.
25 34
25 33
24 34
23 33
22 32
21 31
21 30
20 29
19 28
18 28
17 26
16 26
15 26
14 27
13 28
13 28
12 29
11 30
10 31
9 32
#Observed Trajectory.
33 1
34 2
34 1
35 3
36 4
37 4
37 4
37 5
37 5
38 6
37 6
39 7
40 7
41 8
42 9
42 10
42 10
43 12
43 11
44 12
#Observed Trajectory.
41 31
42 33
41 33
42 34
41 35
41 36
41 37
39 37
39 38
40 38
40 39
40 40
40 39
40 39
39 41
40 39
40 40
39 40
40 39
39 40
#Observed Trajectory.
22 21
21 22
20 22
18 24
18 25
17 25
16 24
15 25
14 26
13 27
12 28
11 30
11 30
10 31
9 32
8 33
7 34
6 35
5 34
5 35
#Observed Trajectory.
44 24
43 23
44 22
43 21
43 21
44 20
45 19
44 18
45 17
44 16
43 15
44 15
43 15
44 14
43 15
43 15
43 15
44 15
44 14
43 15
#Observed Trajectory.
36 1
38 2
38 3
38 4
39 5
40 6
41 7
42 8
43 9
44 10
44 10
45 11
43 12
44 13
44 13
44 14
43 14
44 14
43 15
42 14
#Observed Trajectory.
4 46
4 45
5 44
4 43
5 42
5 42
5 42
5 42
4 41
5 40
4 40
4 39
5 39
4 38
5 38
4 38
4 37
4 37
6 36
5 35
#Observed Trajectory.
3 2
2 3
1 4
2 5
3 6
4 7
5 8
4 9
5 10
4 11
5 11
5 12
4 13
5 14
5 15
5 16
4 17
5 17
4 18
5 19
#Observed Trajectory.
3 21
4 22
4 22
5 23
6 24
5 25
4 25
5 26
4 27
5 28
4 29
5 30
4 31
5 33
6 33
4 34
5 35
4 34
5 35
4 34
#Observed Trajectory.
46 1
45 2
44 3
45 4
45 4
44 5
45 6
45 6
44 7
45 8
44 9
45 10
44 11
43 12
44 12
45 14
44 15
44 15
45 15
45 14
#Observed Trajectory.
29 48
30 47
31 46
31 45
31 44
33 43
33 42
34 41
34 40
35 39
36 40
36 40
37 39
38 40
39 39
39 38
39 38
40 38
40 40
40 40
#Observed Trajectory.
32 25
33 24
34 23
35 22
35 22
34 21
35 20
36 19
37 19
37 19
38 19
39 18
39 18
39 18
40 17
41 18
42 17
43 16
44 16
43 15
#Observed Trajectory.
16 20
15 21
14 22
15 22
14 23
13 25
13 25
12 26
10 26
11 26
10 27
9 27
8 28
7 29
6 30
6 31
5 32
5 33
4 34
5 35
#Observed Trajectory.
17 6
16 7
15 8
14 8
14 9
13 8
12 10
11 11
10 12
9 13
8 14
8 14
8 14
8 15
8 16
7 16
6 17
7 18
9 19
9 20
#Observed Trajectory.
30 2
31 2
32 3
33 4
33 4
34 5
35 6
35 6
36 7
37 8
38 9
39 11
40 10
41 11
42 12
43 14
44 14
43 15
44 14
43 15
#Observed Trajectory.
42 38
41 39
40 39
39 40
40 39
39 39
41 39
40 38
40 39
40 39
39 40
40 39
39 40
39 40
40 39
39 40
40 39
39 41
40 39
39 40
#Observed Trajectory.
10 38
10 37
9 37
8 35
8 35
8 34
6 35
6 35
5 34
5 35
4 35
5 35
5 35
4 34
4 35
5 35
5 34
4 34
5 34
5 36
#Observed Trajectory.
14 25
12 26
11 27
10 28
9 28
8 30
7 30
6 31
5 32
5 33
4 34
4 34
5 34
5 35
4 34
5 35
4 34
5 35
5 34
6 34
#Observed Trajectory.
45 2
43 3
44 3
44 4
44 4
45 5
45 6
44 7
44 7
45 8
44 9
45 10
44 11
44 12
44 12
45 13
44 14
43 15
44 14
43 15
#Observed Trajectory.
45 19
45 18
44 17
44 17
44 16
44 15
44 14
43 15
44 14
43 16
43 14
44 15
43 15
45 14
43 15
44 14
43 15
44 14
43 15
44 14
#Observed Trajectory.
35 47
36 46
37 46
38 46
38 46
39 45
40 44
39 43
40 42
40 41
39 41
40 39
39 40
41 40
40 39
39 40
40 39
39 40
40 39
39 40
#Observed Trajectory.
15 0
15 2
15 1
14 2
14 3
13 4
12 5
11 5
10 6
10 7
10 7
9 8
8 9
7 10
6 11
5 12
4 12
6 13
4 14
4 14
#Observed Trajectory.
2 38
3 37
4 36
5 35
4 34
5 35
4 34
5 35
4 34
4 34
5 35
4 35
4 35
4 35
5 35
4 34
5 35
4 34
5 35
4 35
#Observed Trajectory.
46 24
46 23
45 23
44 22
43 22
43 22
44 21
43 20
44 19
46 18
44 17
44 16
43 15
44 14
43 15
44 14
42 15
44 14
43 15
44 14
#Observed Trajectory.
8 30
7 31
6 32
5 33
4 34
5 35
4 34
5 35
4 34
4 35
4 35
5 35
4 34
5 34
6 34
6 35
4 34
4 35
5 35
4 34
#Observed Trajectory.
48 27
47 28
46 29
45 30
44 31
43 32
43 32
42 32
43 33
43 34
42 34
41 34
40 35
39 35
40 36
39 37
40 38
40 39
39 39
40 39
#Observed Trajectory.
29 47
30 45
31 45
31 44
32 44
32 44
32 44
32 42
33 42
34 41
35 40
36 38
37 40
38 39
39 40
39 40
40 39
39 40
40 39
39 39
#Observed Trajectory.
38 41
38 40
38 39
38 39
39 40
40 39
40 40
40 39
