#Observed Trajectory.
35 0
34 0
33 0
32 1
32 1
31 2
30 2
29 3
30 4
30 4
29 5
30 6
29 7
29 7
30 8
29 9
30 10
29 10
30 10
29 10
30 10
30 11
29 10
30 10
30 11
30 11
29 10
30 10
30 11
30 10
#Observed Trajectory.
18 39
19 41
20 41
21 42
22 41
23 41
24 40
24 39
25 41
24 40
25 39
25 40
24 39
25 40
24 39
25 40
24 38
25 39
24 41
25 40
24 39
24 40
25 39
25 40
24 40
25 40
24 39
24 39
25 41
24 41
#Observed Trajectory.
26 34
26 33
26 32
26 31
24 30
25 30
24 29
24 30
25 29
25 29
24 30
25 29
25 29
24 29
25 30
24 29
25 30
24 29
25 30
24 29
25 30
25 29
24 29
25 30
24 30
25 29
24 30
25 29
24 29
25 29
#Observed Trajectory.
20 18
21 16
22 15
23 14
24 13
25 12
26 11
27 10
27 11
28 10
29 9
30 10
29 10
29 10
29 9
30 9
29 10
30 10
30 9
29 10
29 9
29 10
31 10
30 9
29 10
30 10
29 10
29 11
30 10
28 10
#Observed Trajectory.
20 14
21 14
22 14
23 13
23 12
24 11
25 10
25 9
26 10
27 9
29 9
29 10
30 10
29 10
30 10
29 10
30 10
29 10
30 10
29 10
30 10
29 10
30 10
29 10
30 10
30 9
30 10
29 10
30 10
30 9
#Observed Trajectory.
1 41
2 42
3 41
4 43
4 43
5 44
6 45
7 44
8 46
9 44
10 45
10 45
10 45
11 44
12 45
13 44
14 45
15 46
16 44
17 45
18 44
18 43
19 44
20 45
20 44
19 44
20 45
19 44
19 46
20 44
#Observed Trajectory.
27 28
26 29
25 30
24 29
24 30
24 29
25 29
24 30
25 29
24 30
25 30
24 29
26 30
24 29
25 30
26 29
24 30
24 30
25 29
24 30
25 29
25 29
25 29
24 30
25 29
24 29
25 30
24 29
25 31
24 29
#Observed Trajectory.
41 40
41 39
40 38
40 37
39 36
40 35
42 35
41 34
43 33
43 33
44 32
45 32
44 31
43 30
44 30
45 30
46 29
45 28
45 27
45 27
44 26
44 26
43 26
44 25
44 25
43 25
42 24
43 25
43 25
43 24
#Observed Trajectory.
5 43
6 44
7 45
8 44
8 45
9 43
10 44
10 45
12 44
13 45
14 44
15 45
15 44
16 45
17 44
16 44
18 45
19 44
20 45
19 45
18 45
19 44
20 45
19 44
20 45
19 44
20 45
19 44
20 45
20 44
#Observed Trajectory.
34 16
34 15
32 14
31 14
30 12
29 11
30 10
30 9
29 10
30 10
29 10
29 10
30 10
30 10
29 10
30 10
30 10
29 10
30 11
30 10
30 11
30 10
30 10
30 10
29 10
29 9
30 11
29 9
29 9
30 10
#Observed Trajectory.
49 45
48 44
47 43
47 43
46 43
45 42
45 42
45 42
44 41
43 40
42 39
41 38
40 37
