#Observed Trajectory.
0 8
0 7
0 6
0 6
1 6
0 6
1 6
0 6
1 6
0 6
1 6
0 6
1 6
1 5
1 5
1 4
0 4
1 4
0 4
1 4
0 4
1 3
0 4
1 4
0 4
0 3
0 2
1 2
0 2
1 2
0 2
1 2
0 2
1 2
0 2
1 2
0 2
1 2
0 2
1 2
#Observed Trajectory.
17 2
16 2
15 2
15 3
15 2
14 2
13 2
12 3
11 3
10 4
9 4
9 4
10 4
9 4
9 4
10 4
9 4
10 4
8 4
10 4
9 4
10 3
9 5
10 5
10 5
10 6
9 5
9 6
10 6
9 5
10 5
9 5
10 5
9 5
10 5
9 5
10 5
9 5
9 4
10 4
#Observed Trajectory.
24 44
23 44
22 44
21 44
20 44
20 43
19 43
17 44
18 45
18 45
17 44
16 44
15 44
15 44
14 44
14 44
15 45
14 43
15 43
15 43
14 44
15 44
14 44
15 44
14 44
15 44
14 45
14 44
15 44
14 44
15 44
14 44
15 44
14 44
14 43
15 43
14 44
15 44
14 44
15 44
#Observed Trajectory.
3 24
2 24
1 25
1 26
2 27
2 28
2 28
3 28
4 28
3 29
3 28
4 28
3 30
4 28
3 30
3 30
3 30
4 29
3 30
4 29
3 31
4 31
4 32
4 33
3 33
2 33
3 33
3 32
3 33
2 33
3 33
3 33
3 33
1 32
3 32
3 33
2 33
2 33
2 34
0 34
#Observed Trajectory.
42 31
42 31
42 30
42 30
41 31
41 31
40 31
39 32
38 33
37 34
37 35
36 36
35 37
34 38
34 38
33 38
32 39
32 39
31 39
30 39
29 39
28 40
29 39
29 38
29 38
29 38
31 38
29 39
30 39
29 39
29 40
29 39
29 39
30 39
29 39
29 40
31 40
29 39
30 38
29 40
#Observed Trajectory.
47 33
46 33
45 33
45 33
44 33
43 34
42 33
42 32
41 32
40 32
40 32
39 32
39 33
38 33
37 34
37 35
36 35
35 36
34 37
34 37
33 38
32 39
32 39
31 39
30 39
30 39
30 39
29 39
30 39
28 39
30 39
29 39
30 39
29 39
30 39
29 39
30 39
29 39
30 39
30 40
#Observed Trajectory.
42 10
42 10
40 9
39 8
38 7
37 6
37 5
36 4
35 4
34 3
34 3
33 2
34 2
33 1
34 1
34 1
35 1
34 1
35 1
35 1
34 1
34 1
36 1
35 1
35 0
35 1
34 1
34 2
34 1
35 1
35 1
35 1
34 1
34 1
37 1
35 1
35 2
34 1
34 1
35 1
#Observed Trajectory.
43 41
43 41
42 41
41 41
40 41
39 41
38 41
38 40
36 40
36 40
35 40
35 39
33 39
34 40
33 39
32 39
31 39
31 38
30 39
29 39
30 39
30 39
29 39
31 39
30 39
29 39
30 39
30 40
29 39
30 39
29 39
29 39
29 41
30 40
28 39
28 40
28 41
28 40
29 40
29 38
#Observed Trajectory.
4 17
5 17
6 17
6 16
7 16
8 16
10 16
8 15
9 15
9 16
9 16
11 16
10 15
10 15
9 15
10 14
9 15
10 15
10 16
10 15
9 15
10 15
9 15
10 14
10 16
9 16
10 16
9 16
9 14
10 15
9 15
10 15
9 15
10 15
9 15
10 15
8 15
10 15
9 15
10 15
#Observed Trajectory.
10 32
9 32
9 32
8 33
7 32
7 32
6 32
5 32
5 33
4 33
4 35
3 34
3 33
2 33
2 34
1 34
2 34
1 34
2 34
1 34
1 35
2 35
3 35
2 35
1 36
2 37
2 37
3 37
3 36
2 36
3 36
2 36
1 37
2 37
3 37
2 36
3 36
2 36
3 36
3 35
#Observed Trajectory.
10 37
9 37
8 37
7 38
7 37
6 37
5 36
5 37
4 37
3 37
2 36
2 36
4 36
3 36
2 36
2 36
4 36
4 35
4 35
4 35
2 35
4 35
2 35
3 35
2 35
3 35
2 35
3 35
2 35
3 35
3 34
2 34
1 33
2 35
3 34
2 34
1 34
2 34
2 34
2 33
#Observed Trajectory.
20 22
19 23
19 23
20 23
19 23
20 24
19 24
19 23
19 23
21 23
20 23
19 24
19 24
20 24
19 24
20 24
19 24
20 24
20 24
20 25
20 25
19 25
20 25
19 25
20 25
20 25
19 25
20 25
18 25
20 25
20 24
20 23
19 24
20 24
19 24
20 24
20 23
19 24
20 24
19 24
#Observed Trajectory.
0 21
1 22
2 22
2 22
3 21
4 22
3 23
2 23
1 25
2 25
2 26
1 27
2 27
2 28
3 28
5 28
3 28
3 28
4 28
3 29
4 29
3 30
4 30
6 30
4 30
5 30
4 30
5 31
4 30
4 30
6 30
5 30
4 30
4 30
5 30
5 29
5 30
4 30
5 31
5 31
#Observed Trajectory.
1 34
2 34
2 34
1 34
2 34
1 34
1 33
2 33
3 33
1 33
2 33
4 33
2 33
3 33
1 33
3 33
3 34
2 34
2 34
1 34
2 34
2 34
0 34
1 34
1 34
3 34
1 34
2 34
1 34
2 34
2 35
2 34
1 34
2 34
1 34
2 34
2 35
3 35
2 35
3 35
