#Observed Trajectory.
28 30
28 30
29 30
30 31
31 32
32 33
33 34
33 34
33 35
34 34
35 35
36 35
37 34
38 33
38 33
39 34
40 33
39 32
40 32
39 31
40 32
39 31
39 32
40 33
40 33
39 32
40 33
39 32
40 33
39 32
#Observed Trajectory.
2 38
2 38
2 39
1 40
0 41
0 41
0 41
0 41
0 41
0 41
0 41
0 41
0 41
0 41
0 42
0 42
0 42
0 43
0 43
0 44
0 44
0 44
0 44
0 44
0 44
0 43
0 43
0 43
0 43
0 43
#Observed Trajectory.
16 5
16 5
16 6
17 7
18 8
17 7
17 7
18 8
17 7
18 8
17 8
16 7
17 8
16 7
16 7
16 7
17 8
16 8
15 7
16 8
15 7
16 7
17 8
16 7
17 8
16 8
15 7
16 8
15 7
16 8
#Observed Trajectory.
14 2
14 2
15 3
16 4
17 5
17 5
18 6
19 7
18 6
19 7
18 7
18 7
19 8
18 7
19 8
18 7
19 8
18 7
19 8
18 7
19 8
18 7
19 8
18 8
17 7
18 8
17 7
18 8
17 7
18 7
#Observed Trajectory.
36 6
36 6
35 6
34 7
35 6
35 7
34 7
35 6
34 6
34 5
33 4
32 4
31 3
31 3
30 2
29 1
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
28 0
#Observed Trajectory.
42 47
42 47
43 47
44 48
44 48
45 49
45 49
45 49
45 49
45 49
45 49
45 49
45 49
45 49
44 49
44 49
43 49
43 49
43 49
43 49
43 49
43 49
43 49
42 49
42 49
42 49
42 49
42 49
42 49
42 49
#Observed Trajectory.
42 38
42 38
41 37
40 36
39 35
40 34
39 34
40 33
39 32
40 33
39 32
39 33
40 33
39 33
40 34
39 34
40 33
39 32
40 33
39 32
39 32
40 33
39 32
40 33
39 32
40 33
39 33
39 34
40 34
39 34
#Observed Trajectory.
25 29
25 29
26 30
27 31
28 32
29 33
30 34
31 34
32 35
33 34
34 35
35 34
36 33
37 34
38 33
38 34
39 33
40 34
39 33
40 34
39 33
40 33
39 32
40 33
39 32
40 33
39 32
39 32
40 33
39 32
#Observed Trajectory.
21 43
21 43
20 42
20 42
20 41
19 40
18 39
17 38
16 37
15 38
15 38
15 38
14 39
15 40
14 41
15 42
15 43
15 44
14 44
13 44
14 44
13 45
13 46
12 46
13 47
12 48
11 49
11 49
11 49
11 49
#Observed Trajectory.
8 11
8 11
9 12
8 13
9 14
8 14
8 15
7 16
7 16
8 17
7 18
8 19
7 20
6 20
5 21
6 20
5 20
4 21
4 21
5 20
4 21
5 21
6 20
6 20
5 21
5 20
5 20
4 21
5 20
4 21
#Observed Trajectory.
44 9
44 9
45 9
46 8
47 8
48 7
49 6
49 6
49 6
49 6
49 6
49 6
49 5
49 6
49 6
49 6
49 6
49 6
49 6
49 6
49 6
49 6
49 7
49 7
49 7
49 7
49 7
49 6
49 6
49 6
#Observed Trajectory.
19 4
19 4
20 5
21 6
22 5
23 4
24 3
25 2
26 1
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
28 0
28 0
27 0
27 0
27 0
27 0
28 0
28 0
28 0
28 0
28 0
28 0
#Observed Trajectory.
6 16
6 16
7 17
8 18
7 19
6 20
5 21
6 20
5 21
5 20
4 20
4 20
3 21
4 20
4 20
3 21
4 22
5 21
6 21
5 20
4 21
4 21
5 20
4 21
5 20
4 21
5 20
4 21
5 20
4 21
#Observed Trajectory.
23 32
23 32
22 33
22 33
21 34
20 35
19 34
18 35
17 36
17 36
16 37
16 38
16 39
15 39
14 40
15 41
15 41
14 42
15 42
15 42
15 42
15 43
14 44
13 45
14 45
13 46
12 47
11 48
10 49
10 49
#Observed Trajectory.
23 19
23 19
22 18
22 17
21 16
21 15
20 14
19 13
18 12
17 11
16 10
15 10
14 9
13 8
14 9
13 9
12 8
12 9
11 10
10 11
9 12
8 13
9 14
8 14
9 14
8 14
8 15
7 16
8 17
7 18
#Observed Trajectory.
37 40
37 40
38 39
39 38
40 37
39 36
40 35
39 34
40 33
39 33
40 34
39 33
39 33
40 34
40 33
39 33
40 34
39 34
39 34
40 33
39 32
40 33
39 32
40 33
39 32
40 33
40 32
39 31
40 32
40 31
#Observed Trajectory.
17 29
17 29
16 30
15 31
14 31
13 32
12 33
12 33
12 33
11 34
11 35
11 35
12 36
11 37
11 38
12 39
13 40
14 41
15 42
15 42
14 43
14 44
13 45
14 45
13 46
12 47
11 48
10 49
10 49
11 49
#Observed Trajectory.
39 15
39 15
40 14
39 15
39 15
40 14
39 15
40 15
41 16
41 16
42 17
42 18
43 19
44 20
44 21
45 22
46 23
47 22
48 23
49 22
49 22
49 22
49 21
49 21
49 21
49 21
49 21
49 21
49 21
49 21
#Observed Trajectory.
13 48
13 48
12 49
11 49
11 49
10 49
10 49
10 49
10 49
10 49
10 49
10 49
10 49
10 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
9 49
8 49
#Observed Trajectory.
32 18
32 18
33 17
34 16
35 15
35 15
35 14
36 13
37 12
37 11
38 10
37 11
38 10
38 10
37 11
38 10
37 11
38 10
38 10
37 11
38 10
38 11
39 10
38 11
39 10
38 11
39 10
38 11
39 10
38 11
#Observed Trajectory.
37 28
37 28
38 28
39 29
40 30
41 31
40 30
41 31
40 31
39 30
40 31
39 30
40 31
39 30
40 31
39 30
39 30
39 30
40 31
39 30
39 31
40 32
39 31
40 32
39 31
40 32
40 31
39 30
39 31
40 32
#Observed Trajectory.
48 39
48 39
49 40
49 40
49 41
49 41
49 42
49 42
49 42
49 43
49 43
49 43
49 43
49 43
49 43
49 42
49 42
49 42
49 42
49 42
49 42
49 42
49 43
49 43
49 43
49 42
49 42
49 42
49 42
49 42
#Observed Trajectory.
30 42
30 42
31 41
32 40
32 39
33 38
34 37
35 36
36 35
37 34
38 33
38 33
39 33
39 34
40 33
39 32
40 33
39 32
40 33
40 32
39 31
40 32
39 31
40 31
39 30
39 30
40 30
41 31
40 30
41 31
#Observed Trajectory.
5 31
5 31
6 30
7 29
8 28
9 27
8 28
9 27
8 28
9 27
8 28
9 27
8 28
9 27
8 28
8 27
9 27
7 25
8 24
7 23
7 22
6 21
5 20
4 21
5 20
4 21
4 21
4 20
3 21
4 20
#Observed Trajectory.
49 26
49 26
49 26
49 26
49 27
49 27
49 27
49 27
49 27
49 27
49 27
49 27
49 27
49 26
49 26
49 26
49 25
49 25
49 25
49 24
49 24
49 24
49 24
49 24
49 24
49 24
49 24
49 24
49 24
49 24
#Observed Trajectory.
43 45
43 45
43 46
44 47
45 48
46 49
46 49
46 49
46 49
46 49
46 49
46 49
46 49
46 49
47 49
47 49
47 49
46 49
46 49
46 49
46 49
45 49
45 49
45 49
45 49
45 49
45 49
45 49
45 49
45 49
#Observed Trajectory.
17 3
17 3
18 4
19 4
19 5
19 5
19 5
20 6
21 5
22 4
23 3
24 2
25 2
26 1
26 0
26 0
26 0
26 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
27 0
26 0
#Observed Trajectory.
23 1
23 1
24 0
24 0
24 0
24 0
24 0
25 0
24 0
24 0
24 0
24 0
24 0
24 0
24 0
25 0
25 0
25 0
26 0
26 0
27 0
27 0
28 0
28 0
29 0
29 0
29 0
29 0
29 0
29 0
#Observed Trajectory.
27 17
27 17
28 17
29 16
30 16
30 15
30 15
30 15
31 14
32 14
33 13
34 12
35 12
36 11
37 11
38 11
39 11
39 12
38 13
39 12
38 13
39 12
38 12
39 11
39 11
38 12
39 11
39 11
38 12
39 11
#Observed Trajectory.
30 47
30 47
31 48
31 49
31 49
31 49
31 49
31 49
31 49
31 49
31 49
30 49
30 49
31 49
31 49
31 49
31 49
31 49
30 49
30 49
31 49
31 49
31 49
31 49
31 49
32 49
32 49
32 49
32 49
32 49
#Observed Trajectory.
12 7
12 7
13 8
14 9
14 8
15 8
15 9
14 8
14 9
13 8
14 9
14 9
13 8
13 9
13 9
12 8
13 9
12 9
11 9
10 10
10 11
9 12
8 13
9 14
8 13
9 13
8 14
9 15
9 15
9 15
#Observed Trajectory.
36 31
36 31
37 32
38 33
39 34
40 33
39 32
40 33
39 32
40 33
39 32
40 33
39 32
40 33
39 32
40 33
39 32
39 33
38 32
39 33
40 34
39 33
39 33
39 34
40 34
39 33
40 34
39 34
40 33
40 33
#Observed Trajectory.
12 36
12 36
11 37
12 38
13 39
14 40
15 40
14 41
15 42
14 43
15 44
14 45
13 46
13 47
12 48
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
11 49
10 49
#Observed Trajectory.
25 36
25 36
24 36
23 35
22 34
21 35
20 34
19 34
18 35
17 36
16 37
15 38
14 39
14 40
15 41
14 42
15 43
14 44
13 45
14 46
13 46
12 47
11 48
10 49
10 49
10 49
10 49
10 49
10 49
10 49
#Observed Trajectory.
22 6
22 6
23 5
24 4
24 3
25 2
26 1
27 0
28 0
28 0
28 0
28 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
28 0
28 0
29 0
29 0
29 0
29 0
28 0
29 0
#Observed Trajectory.
2 24
2 24
3 24
4 23
5 22
6 21
5 20
4 21
4 20
3 21
4 20
3 21
4 20
3 21
4 20
3 21
4 20
3 21
3 21
4 21
5 20
4 21
5 20
4 21
5 20
5 21
6 21
5 20
4 21
5 20
#Observed Trajectory.
0 38
0 38
0 38
0 38
0 38
0 38
0 38
0 37
0 38
0 38
0 38
0 37
0 37
0 37
0 37
0 36
0 37
0 37
0 37
0 38
0 38
0 39
0 39
0 39
0 39
0 39
0 39
0 39
0 39
0 39
#Observed Trajectory.
29 21
29 21
30 22
31 23
32 23
33 24
34 25
35 25
36 26
36 26
37 27
38 27
39 28
40 29
41 30
40 29
41 30
41 30
40 29
40 30
41 31
40 30
41 31
40 30
41 31
41 31
40 30
40 30
41 31
40 30
#Observed Trajectory.
45 16
45 16
46 17
47 17
48 17
49 17
49 16
49 15
49 15
49 15
49 15
49 15
49 15
49 15
49 15
49 15
49 16
49 16
49 16
49 16
49 16
49 16
49 16
49 16
49 16
49 16
49 17
49 17
49 17
49 17
#Observed Trajectory.
43 18
43 18
43 19
44 20
45 20
46 21
47 22
48 23
49 23
49 23
49 23
49 23
49 23
49 22
49 22
49 22
49 22
49 22
49 22
49 22
49 22
49 22
49 22
49 23
49 23
49 23
49 24
49 24
49 24
49 24
#Observed Trajectory.
39 35
39 35
40 34
40 33
39 32
40 33
39 32
40 33
39 32
40 32
39 31
40 32
39 31
40 32
40 32
39 31
40 32
40 31
39 30
40 31
39 30
40 31
40 31
39 30
40 31
39 30
39 31
40 32
40 32
39 32
#Observed Trajectory.
5 8
5 8
4 9
4 10
5 11
6 12
6 13
6 13
7 14
8 14
9 15
9 15
8 14
9 15
9 15
8 14
9 15
8 14
8 14
9 15
8 14
8 14
9 15
8 14
9 15
8 15
7 16
8 17
7 18
7 19
#Observed Trajectory.
24 1
24 1
25 0
25 0
25 0
24 0
24 0
24 0
24 0
24 0
25 0
26 0
26 0
